fold,model,selected_probes,rf_time_seconds,roc_auc,average_precision,accuracy,balanced_accuracy,f1,precision,sensitivity,specificity
1,Custom Random Forest,84,15.907637119293213,0.8666666666666667,0.726007326007326,0.8387096774193549,0.71,0.5454545454545454,0.6,0.5,0.92
1,Sklearn Random Forest,84,0.062011003494262695,0.7733333333333333,0.46099567099567096,0.7419354838709677,0.7133333333333334,0.5,0.4,0.6666666666666666,0.76
