fold,probe_id
5,205910_s_at
5,205963_s_at
5,205985_x_at
5,205992_s_at
5,206029_at
5,206042_x_at
5,206065_s_at
5,206075_s_at
5,206108_s_at
5,206142_at
5,206154_at
5,206189_at
5,206190_at
5,206194_at
5,206198_s_at
5,206229_x_at
5,206265_s_at
5,206312_at
5,206340_at
5,206367_at
5,206373_at
5,206395_at
5,206415_at
5,206422_at
5,206433_s_at
5,206458_s_at
5,206459_s_at
5,206466_at
5,206479_at
5,206487_at
5,206526_at
5,206545_at
5,206580_s_at
5,206830_at
5,206865_at
5,206886_x_at
5,206922_at
5,206952_at
5,206971_at
5,206985_at
5,206999_at
5,207015_s_at
5,207039_at
5,207065_at
5,207073_at
5,207134_x_at
5,207168_s_at
5,207237_at
5,207257_at
5,207401_at
5,207437_at
5,207454_at
5,207456_at
5,207481_at
5,207516_at
5,207531_at
5,207695_s_at
5,207706_at
5,207707_s_at
5,207803_s_at
5,207826_s_at
5,207837_at
5,207864_at
5,207872_s_at
5,207930_at
5,208022_s_at
5,208056_s_at
5,208063_s_at
5,208142_at
5,208165_s_at
5,208215_x_at
5,208275_x_at
5,208288_at
5,208338_at
5,208346_at
5,208363_s_at
5,208375_at
5,208380_at
5,208495_at
5,208549_x_at
5,208556_at
5,208564_at
5,208586_s_at
5,208640_at
5,208641_s_at
5,208678_at
5,208711_s_at
5,208731_at
5,208732_at
5,208734_x_at
5,208854_s_at
5,208878_s_at
5,208921_s_at
5,208926_at
5,208993_s_at
5,209035_at
5,209050_s_at
5,209051_s_at
5,209060_x_at
5,209070_s_at
5,209188_x_at
5,209207_s_at
5,209338_at
5,209498_at
5,209507_at
5,209518_at
5,209567_at
5,209597_s_at
5,209601_at
5,209612_s_at
5,209644_x_at
5,209678_s_at
5,209686_at
5,209821_at
5,209832_s_at
5,209838_at
5,209841_s_at
5,209972_s_at
5,209979_at
5,209989_at
5,210025_s_at
5,210084_x_at
5,210097_s_at
5,210109_at
5,210118_s_at
5,210173_at
5,210179_at
5,210203_at
5,210214_s_at
5,210367_s_at
5,210389_x_at
5,210392_x_at
5,210400_at
5,210429_at
5,210454_s_at
5,210456_at
5,210484_s_at
5,210491_at
5,210498_at
5,210548_at
5,210588_x_at
5,210596_at
5,210605_s_at
5,210643_at
5,210654_at
5,210661_at
5,210678_s_at
5,210709_at
5,210745_at
5,210751_s_at
5,210771_at
5,210862_s_at
5,210870_s_at
5,210907_s_at
5,210964_s_at
5,211055_s_at
5,211083_s_at
5,211103_at
5,211113_s_at
5,211359_s_at
5,211425_x_at
5,211466_at
5,211472_at
5,211490_at
5,211620_x_at
5,211627_x_at
5,211665_s_at
5,211728_s_at
5,211760_s_at
5,211789_s_at
5,211825_s_at
5,211837_s_at
5,211892_s_at
5,211901_s_at
5,212073_at
5,212088_at
5,212148_at
5,212221_x_at
5,212244_at
5,212257_s_at
5,212287_at
5,212315_s_at
5,212330_at
5,212350_at
5,212366_at
5,212375_at
5,212431_at
5,212479_s_at
5,212497_at
5,212583_at
5,212584_at
5,212682_s_at
5,212689_s_at
5,212690_at
5,212711_at
5,212757_s_at
5,212818_s_at
5,212837_at
5,212909_at
5,213015_at
5,213081_at
5,213083_at
5,213091_at
5,213100_at
5,213148_at
5,213176_s_at
5,213191_at
5,213233_s_at
5,213253_at
5,213316_at
5,213339_at
5,213345_at
5,213407_at
5,213462_at
5,213480_at
5,213546_at
5,213590_at
5,213724_s_at
5,213734_at
5,213776_at
5,213803_at
5,213808_at
5,213810_s_at
5,213832_at
5,213834_at
5,213838_at
5,214000_s_at
5,214071_at
5,214076_at
5,214126_at
5,214136_at
5,214220_s_at
5,214231_s_at
5,214237_x_at
5,214279_s_at
5,214353_at
5,214379_at
5,214388_at
5,214476_at
5,214488_at
5,214566_at
5,214638_s_at
5,214644_at
5,214652_at
5,214683_s_at
5,214826_at
5,214832_at
5,214874_at
5,214878_at
5,214908_s_at
5,214960_at
5,215025_at
5,215074_at
5,215080_s_at
5,215081_at
5,215099_s_at
5,215120_s_at
5,215172_at
5,215185_at
5,215188_at
5,215201_at
5,215233_at
5,215240_at
5,215242_at
5,215319_at
5,215339_at
5,215348_at
5,215441_at
5,215452_x_at
5,215461_at
5,215481_s_at
5,215484_at
5,215569_at
5,215572_at
5,215574_at
5,215583_at
5,215598_at
5,215621_s_at
5,215695_s_at
5,215705_at
5,215724_at
5,215733_x_at
5,215742_at
5,215746_at
5,215825_at
5,215863_at
5,215879_at
5,215900_at
5,215913_s_at
5,215940_at
5,215943_at
5,215969_at
5,215981_at
5,216014_s_at
5,216020_at
5,216078_at
5,216107_at
5,216140_at
5,216167_at
5,216186_at
5,216241_s_at
5,216243_s_at
5,216281_at
5,216284_at
5,216300_x_at
5,216313_at
5,216329_at
5,216353_s_at
5,216370_s_at
5,216489_at
5,216494_at
5,216504_s_at
5,216511_s_at
5,216567_at
5,216569_at
5,216618_at
5,216652_s_at
5,216679_at
5,216688_at
5,216703_at
5,216706_x_at
5,216707_at
5,216740_at
5,216763_at
5,216786_at
5,216831_s_at
5,216887_s_at
5,216896_at
5,216941_s_at
5,216995_x_at
5,217039_x_at
5,217083_at
5,217127_at
5,217129_at
5,217145_at
5,217160_at
5,217161_x_at
5,217226_s_at
5,217254_s_at
5,217328_at
5,217340_at
5,217349_s_at
5,217352_at
5,217363_x_at
5,217380_s_at
5,217389_s_at
5,217405_x_at
5,217415_at
5,217416_x_at
5,217424_at
5,217458_at
5,217506_at
5,217588_at
5,217609_at
5,217640_x_at
5,217667_at
5,217793_at
5,217911_s_at
5,217924_at
5,217932_at
5,217952_x_at
5,217968_at
5,217987_at
5,217996_at
5,217997_at
5,218029_at
5,218034_at
5,218055_s_at
5,218092_s_at
5,218099_at
5,218120_s_at
5,218142_s_at
5,218185_s_at
5,218234_at
5,218274_s_at
5,218350_s_at
5,218373_at
5,218375_at
5,218390_s_at
5,218399_s_at
5,218419_s_at
5,218420_s_at
5,218435_at
5,218439_s_at
5,218489_s_at
5,218511_s_at
5,218528_s_at
5,218532_s_at
5,218555_at
5,218623_at
5,218626_at
5,218677_at
5,218709_s_at
5,218713_at
5,218725_at
5,218730_s_at
5,218739_at
5,218761_at
5,218827_s_at
5,218863_s_at
5,218902_at
5,218905_at
5,218949_s_at
5,218953_s_at
5,218956_s_at
5,219005_at
5,219051_x_at
5,219076_s_at
5,219093_at
5,219095_at
5,219103_at
5,219126_at
5,219230_at
5,219257_s_at
5,219284_at
5,219305_x_at
5,219408_at
5,219443_at
5,219508_at
5,219512_at
5,219539_at
5,219592_at
5,219655_at
5,219719_at
5,219726_at
5,219730_at
5,219800_s_at
5,219837_s_at
5,219841_at
5,219860_at
5,219951_s_at
5,219967_at
5,220041_at
5,220108_at
5,220123_at
5,220125_at
5,220126_at
5,220184_at
5,220217_x_at
5,220238_s_at
5,220262_s_at
5,220281_at
5,220285_at
5,220300_at
5,220307_at
5,220333_at
5,220396_at
5,220457_at
5,220470_at
5,220493_at
5,220495_s_at
5,220497_at
5,220503_at
5,220507_s_at
5,220527_at
5,220638_s_at
5,220695_at
5,220719_at
5,220769_s_at
5,220772_at
5,220809_at
5,220811_at
5,220814_at
5,220815_at
5,220820_at
5,220830_at
5,220837_at
5,220884_at
5,220896_at
5,220907_at
5,220926_s_at
5,220928_s_at
5,220935_s_at
5,221068_at
5,221144_at
5,221177_at
5,221186_at
5,221207_s_at
5,221234_s_at
5,221241_s_at
5,221260_s_at
5,221363_x_at
5,221383_at
5,221384_at
5,221424_s_at
5,221441_at
5,221452_s_at
5,221524_s_at
5,221540_x_at
5,221608_at
5,221613_s_at
5,221650_s_at
5,221679_s_at
5,221736_at
5,221831_at
5,221973_at
5,221991_at
5,222012_at
5,222014_x_at
5,222076_at
5,222105_s_at
5,222115_x_at
5,222153_at
5,222177_s_at
5,222184_at
5,222196_at
5,222205_x_at
5,222210_at
5,222228_s_at
5,222256_s_at
5,222312_s_at
5,222315_at
5,222360_at
5,222367_at
5,222377_at
5,32625_at
5,34868_at
5,47553_at
5,64488_at
5,64900_at
5,89948_at
5,AFFX-r2-Bs-lys-3_at
5,AFFX-r2-Bs-phe-3_at
5,AFFX-r2-Bs-thr-M_s_at
6,200011_s_at
6,200072_s_at
6,200075_s_at
6,200656_s_at
6,200667_at
6,200708_at
6,200737_at
6,200844_s_at
6,200920_s_at
6,200921_s_at
6,200973_s_at
6,201078_at
6,201177_s_at
6,201368_at
6,201398_s_at
6,201405_s_at
6,201494_at
6,201519_at
6,201563_at
6,201581_at
6,201634_s_at
6,201779_s_at
6,201780_s_at
6,201801_s_at
6,201802_at
6,201915_at
6,201936_s_at
6,202007_at
6,202027_at
6,202047_s_at
6,202048_s_at
6,202156_s_at
6,202279_at
6,202422_s_at
6,202429_s_at
6,202487_s_at
6,202529_at
6,202577_s_at
6,202583_s_at
6,202652_at
6,202754_at
6,202757_at
6,202782_s_at
6,202846_s_at
6,202859_x_at
6,202864_s_at
6,202882_x_at
6,202891_at
6,202922_at
6,202944_at
6,202956_at
6,202978_s_at
6,203001_s_at
6,203025_at
6,203038_at
6,203072_at
6,203102_s_at
6,203170_at
6,203314_at
6,203375_s_at
6,203377_s_at
6,203398_s_at
6,203401_at
6,203456_at
6,203570_at
6,203579_s_at
6,203580_s_at
6,203613_s_at
6,203660_s_at
6,203692_s_at
6,203698_s_at
6,203713_s_at
6,203736_s_at
6,203778_at
6,203780_at
6,203782_s_at
6,203815_at
6,203835_at
6,203860_at
6,203870_at
6,203879_at
6,203916_at
6,203926_x_at
6,203966_s_at
6,204001_at
6,204009_s_at
6,204012_s_at
6,204096_s_at
6,204171_at
6,204195_s_at
6,204201_s_at
6,204243_at
6,204246_s_at
6,204345_at
6,204351_at
6,204352_at
6,204472_at
6,204499_at
6,204509_at
6,204544_at
6,204546_at
6,204568_at
6,204605_at
6,204669_s_at
6,204679_at
6,204707_s_at
6,204736_s_at
6,204748_at
6,204758_s_at
6,204764_at
6,204775_at
6,204802_at
6,204825_at
6,204945_at
6,204947_at
6,204958_at
6,204989_s_at
6,204990_s_at
6,205008_s_at
6,205042_at
6,205079_s_at
6,205082_s_at
6,205090_s_at
6,205132_at
6,205152_at
6,205163_at
6,205193_at
6,205217_at
6,205229_s_at
6,205244_s_at
6,205245_at
6,205298_s_at
6,205301_s_at
6,205305_at
6,205329_s_at
6,205347_s_at
6,205368_at
6,205379_at
6,205400_at
6,205424_at
6,205466_s_at
6,205501_at
6,205537_s_at
6,205538_at
6,205555_s_at
6,205602_x_at
6,205635_at
6,205646_s_at
6,205665_at
6,205683_x_at
6,205690_s_at
6,205751_at
6,205766_at
6,205810_s_at
6,205833_s_at
6,205867_at
6,205869_at
6,205878_at
6,205895_s_at
6,205910_s_at
6,205963_s_at
6,205992_s_at
6,206060_s_at
6,206075_s_at
6,206108_s_at
6,206142_at
6,206173_x_at
6,206189_at
6,206194_at
6,206198_s_at
6,206229_x_at
6,206239_s_at
6,206245_s_at
6,206278_at
6,206279_at
6,206306_at
6,206312_at
6,206340_at
6,206367_at
6,206373_at
6,206393_at
6,206410_at
6,206415_at
6,206444_at
6,206447_at
6,206458_s_at
6,206459_s_at
6,206462_s_at
6,206466_at
6,206487_at
6,206526_at
6,206566_at
6,206580_s_at
6,206603_at
6,206627_s_at
6,206634_at
6,206664_at
6,206694_at
6,206749_at
6,206809_s_at
6,206825_at
6,206865_at
6,206918_s_at
6,206952_at
6,206985_at
6,207015_s_at
6,207022_s_at
6,207039_at
6,207060_at
6,207065_at
6,207067_s_at
6,207073_at
6,207218_at
6,207237_at
6,207240_s_at
6,207252_at
6,207379_at
6,207381_at
6,207385_at
6,207433_at
6,207437_at
6,207454_at
6,207456_at
6,207462_at
6,207481_at
6,207516_at
6,207587_at
6,207593_at
6,207611_at
6,207631_at
6,207692_s_at
6,207695_s_at
6,207696_at
6,207706_at
6,207707_s_at
6,207709_at
6,207715_at
6,207754_at
6,207757_at
6,207803_s_at
6,207843_x_at
6,207864_at
6,207872_s_at
6,207899_at
6,207906_at
6,207930_at
6,208022_s_at
6,208030_s_at
6,208055_s_at
6,208056_s_at
6,208058_s_at
6,208063_s_at
6,208107_s_at
6,208165_s_at
6,208215_x_at
6,208257_x_at
6,208275_x_at
6,208288_at
6,208346_at
6,208363_s_at
6,208375_at
6,208386_x_at
6,208402_at
6,208481_at
6,208504_x_at
6,208526_at
6,208549_x_at
6,208556_at
6,208564_at
6,208566_at
6,208586_s_at
6,208640_at
6,208641_s_at
6,208651_x_at
6,208678_at
6,208711_s_at
6,208731_at
6,208732_at
6,208798_x_at
6,208817_at
6,208818_s_at
6,208854_s_at
6,208855_s_at
6,208878_s_at
6,208888_s_at
6,208909_at
6,208921_s_at
6,208926_at
6,208945_s_at
6,208970_s_at
6,208993_s_at
6,209023_s_at
6,209035_at
6,209050_s_at
6,209051_s_at
6,209070_s_at
6,209122_at
6,209129_at
6,209189_at
6,209338_at
6,209366_x_at
6,209452_s_at
6,209498_at
6,209507_at
6,209517_s_at
6,209550_at
6,209575_at
6,209597_s_at
6,209612_s_at
6,209621_s_at
6,209635_at
6,209644_x_at
6,209686_at
6,209687_at
6,209697_at
6,209785_s_at
6,209818_s_at
6,209821_at
6,209832_s_at
6,209860_s_at
6,209946_at
6,209972_s_at
6,210016_at
6,210037_s_at
6,210040_at
6,210045_at
6,210073_at
6,210078_s_at
6,210084_x_at
6,210097_s_at
6,210118_s_at
6,210123_s_at
6,210128_s_at
6,210161_at
6,210170_at
6,210173_at
6,210223_s_at
6,210298_x_at
6,210367_s_at
6,210389_x_at
6,210394_x_at
6,210400_at
6,210429_at
6,210432_s_at
6,210454_s_at
6,210456_at
6,210484_s_at
6,210498_at
6,210550_s_at
6,210567_s_at
6,210604_at
6,210639_s_at
6,210654_at
6,210661_at
6,210664_s_at
6,210669_at
6,210678_s_at
6,210697_at
6,210701_at
6,210709_at
6,210745_at
6,210771_at
6,210780_at
6,210788_s_at
6,210862_s_at
6,210870_s_at
6,210889_s_at
6,210948_s_at
6,210996_s_at
6,211029_x_at
6,211055_s_at
6,211071_s_at
6,211088_s_at
6,211159_s_at
6,211276_at
6,211312_s_at
6,211359_s_at
6,211425_x_at
6,211459_at
6,211490_at
6,211536_x_at
6,211613_s_at
6,211620_x_at
6,211638_at
6,211647_x_at
6,211665_s_at
6,211789_s_at
6,211869_at
6,211883_x_at
6,211892_s_at
6,211901_s_at
6,211919_s_at
6,211920_at
6,211924_s_at
6,211990_at
6,212102_s_at
6,212199_at
6,212244_at
6,212257_s_at
6,212286_at
6,212315_s_at
6,212330_at
6,212358_at
6,212366_at
6,212375_at
6,212431_at
6,212466_at
6,212500_at
6,212544_at
6,212583_at
6,212584_at
6,212628_at
6,212682_s_at
6,212690_at
6,212757_s_at
6,212799_at
6,212883_at
6,212912_at
6,212971_at
6,213005_s_at
6,213030_s_at
6,213074_at
6,213081_at
6,213083_at
6,213091_at
6,213110_s_at
6,213148_at
6,213177_at
6,213191_at
6,213202_at
6,213233_s_at
6,213253_at
6,213316_at
6,213339_at
6,213345_at
6,213369_at
6,213398_s_at
6,213448_at
6,213480_at
6,213516_at
6,213620_s_at
6,213641_at
6,213655_at
6,213769_at
6,213776_at
6,213810_s_at
6,213834_at
6,213838_at
6,213996_at
6,214003_x_at
6,214010_s_at
6,214071_at
6,214076_at
6,214126_at
6,214160_at
6,214231_s_at
6,214279_s_at
6,214353_at
6,214379_at
6,214400_at
6,214488_at
6,214517_at
6,214633_at
6,214637_at
6,214638_s_at
6,214652_at
6,214723_x_at
6,214776_x_at
6,214832_at
6,214840_at
6,214864_s_at
6,214874_at
6,214908_s_at
6,214914_at
6,214960_at
6,214973_x_at
6,214982_at
6,215080_s_at
6,215099_s_at
6,215201_at
6,215216_at
6,215233_at
6,215242_at
6,215265_at
6,215309_at
6,215326_at
6,215339_at
6,215348_at
6,215365_at
6,215403_at
6,215439_x_at
6,215441_at
6,215442_s_at
6,215461_at
6,215481_s_at
6,215491_at
6,215495_s_at
6,215515_at
6,215572_at
6,215574_at
6,215593_at
6,215598_at
6,215621_s_at
6,215652_at
6,215663_at
6,215670_s_at
6,215674_at
6,215705_at
6,215724_at
6,215746_at
6,215815_at
6,215818_at
6,215825_at
6,215846_at
6,215863_at
6,215900_at
6,215943_at
6,215948_x_at
6,216004_s_at
6,216014_s_at
6,216133_at
6,216143_at
6,216148_at
6,216167_at
6,216186_at
6,216214_at
6,216241_s_at
6,216243_s_at
6,216274_s_at
6,216281_at
6,216284_at
6,216313_at
6,216318_at
6,216319_at
6,216329_at
6,216353_s_at
6,216358_at
6,216370_s_at
6,216394_x_at
6,216425_at
6,216489_at
6,216527_at
6,216567_at
6,216588_at
6,216618_at
6,216651_s_at
6,216664_at
6,216672_s_at
6,216720_at
6,216763_at
6,216770_at
6,216780_at
6,216786_at
6,216831_s_at
6,216930_at
6,216941_s_at
6,216995_x_at
6,217039_x_at
6,217083_at
6,217094_s_at
6,217121_at
6,217126_at
6,217129_at
6,217145_at
6,217160_at
6,217175_at
6,217195_at
6,217226_s_at
6,217254_s_at
6,217328_at
6,217338_at
6,217340_at
6,217349_s_at
6,217352_at
6,217363_x_at
6,217373_x_at
6,217380_s_at
6,217405_x_at
6,217416_x_at
6,217447_at
6,217489_s_at
6,217498_at
6,217506_at
6,217512_at
6,217524_x_at
6,217609_at
6,217613_at
6,217623_at
6,217656_at
6,217658_at
6,217667_at
6,217695_x_at
6,217736_s_at
6,217814_at
6,217820_s_at
6,217837_s_at
6,217911_s_at
6,217932_at
6,217949_s_at
6,217952_x_at
6,217968_at
6,217981_s_at
6,217996_at
6,218014_at
6,218029_at
6,218034_at
6,218055_s_at
6,218065_s_at
6,218120_s_at
6,218240_at
6,218248_at
6,218274_s_at
6,218337_at
6,218350_s_at
6,218390_s_at
6,218399_s_at
6,218419_s_at
6,218446_s_at
6,218456_at
6,218489_s_at
6,218503_at
6,218511_s_at
6,218528_s_at
6,218532_s_at
6,218544_s_at
6,218555_at
6,218623_at
6,218651_s_at
6,218739_at
6,218761_at
6,218835_at
6,218863_s_at
6,218882_s_at
6,218902_at
6,218905_at
6,218906_x_at
6,218937_at
6,218953_s_at
6,218956_s_at
6,219005_at
6,219045_at
6,219046_s_at
6,219051_x_at
6,219071_x_at
6,219076_s_at
6,219116_s_at
6,219126_at
6,219185_at
6,219215_s_at
6,219229_at
6,219230_at
6,219255_x_at
6,219276_x_at
6,219284_at
6,219305_x_at
6,219369_s_at
6,219408_at
6,219471_at
6,219512_at
6,219527_at
6,219539_at
6,219621_at
6,219638_at
6,219719_at
6,219726_at
6,219730_at
6,219797_at
6,219800_s_at
6,219805_at
6,219841_at
6,219847_at
6,219860_at
6,219882_at
6,219955_at
6,219987_at
6,220077_at
6,220095_at
6,220108_at
6,220123_at
6,220129_at
6,220140_s_at
6,220184_at
6,220221_at
6,220237_at
6,220242_x_at
6,220247_at
6,220266_s_at
6,220281_at
6,220285_at
6,220295_x_at
6,220300_at
6,220307_at
6,220333_at
6,220382_s_at
6,220396_at
6,220461_at
6,220503_at
6,220507_s_at
6,220516_at
6,220527_at
6,220553_s_at
6,220638_s_at
6,220695_at
6,220697_at
6,220714_at
6,220760_x_at
6,220766_at
6,220769_s_at
6,220772_at
6,220809_at
6,220811_at
6,220820_at
6,220837_at
6,220872_at
6,220884_at
6,220896_at
6,220907_at
6,220926_s_at
6,220933_s_at
6,221031_s_at
6,221046_s_at
6,221059_s_at
6,221068_at
6,221111_at
6,221144_at
6,221186_at
6,221201_s_at
6,221207_s_at
6,221225_at
6,221260_s_at
6,221264_s_at
6,221276_s_at
6,221326_s_at
6,221363_x_at
6,221383_at
6,221389_at
6,221410_x_at
6,221424_s_at
6,221439_at
6,221622_s_at
6,221650_s_at
6,221679_s_at
6,221703_at
6,221723_s_at
6,221736_at
6,221828_s_at
6,221973_at
6,221991_at
6,222012_at
6,222025_s_at
6,222184_at
6,222196_at
6,222210_at
6,222228_s_at
6,222242_s_at
6,222256_s_at
6,222272_x_at
6,222286_at
6,222287_at
6,222312_s_at
6,222360_at
6,222375_at
6,222384_at
6,33304_at
6,34225_at
6,34868_at
6,36711_at
6,36936_at
6,37226_at
6,39966_at
6,47553_at
6,56821_at
6,64488_at
6,64900_at
6,89948_at
6,AFFX-r2-Bs-lys-3_at
6,AFFX-r2-Bs-phe-3_at
7,200011_s_at
7,200656_s_at
7,200708_at
7,200709_at
7,200737_at
7,200750_s_at
7,200876_s_at
7,200881_s_at
7,200920_s_at
7,200927_s_at
7,200934_at
7,200973_s_at
7,201078_at
7,201177_s_at
7,201244_s_at
7,201345_s_at
7,201374_x_at
7,201581_at
7,201592_at
7,201613_s_at
7,201663_s_at
7,201687_s_at
7,201779_s_at
7,201802_at
7,201915_at
7,201923_at
7,201936_s_at
7,201988_s_at
7,202070_s_at
7,202156_s_at
7,202204_s_at
7,202252_at
7,202300_at
7,202359_s_at
7,202379_s_at
7,202481_at
7,202583_s_at
7,202696_at
7,202754_at
7,202864_s_at
7,202882_x_at
7,202891_at
7,202944_at
7,202956_at
7,202989_at
7,203001_s_at
7,203004_s_at
7,203038_at
7,203170_at
7,203314_at
7,203375_s_at
7,203398_s_at
7,203456_at
7,203538_at
7,203611_at
7,203613_s_at
7,203649_s_at
7,203692_s_at
7,203698_s_at
7,203736_s_at
7,203750_s_at
7,203778_at
7,203780_at
7,203792_x_at
7,203815_at
7,203862_s_at
7,203872_at
7,203916_at
7,203955_at
7,204001_at
7,204009_s_at
7,204012_s_at
7,204096_s_at
7,204188_s_at
7,204351_at
7,204400_at
7,204499_at
7,204523_at
7,204544_at
7,204546_at
7,204553_x_at
7,204568_at
7,204610_s_at
7,204706_at
7,204750_s_at
7,204764_at
7,204771_s_at
7,204775_at
7,204802_at
7,204825_at
7,204958_at
7,204965_at
7,204973_at
7,204998_s_at
7,205006_s_at
7,205035_at
7,205163_at
7,205217_at
7,205234_at
7,205239_at
7,205244_s_at
7,205292_s_at
7,205296_at
7,205298_s_at
7,205337_at
7,205347_s_at
7,205368_at
7,205379_at
7,205501_at
7,205538_at
7,205599_at
7,205602_x_at
7,205646_s_at
7,205665_at
7,205672_at
7,205684_s_at
7,205756_s_at
7,205783_at
7,205793_x_at
7,205797_s_at
7,205801_s_at
7,205810_s_at
7,205867_at
7,205868_s_at
7,205910_s_at
7,205963_s_at
7,205985_x_at
7,205992_s_at
7,206000_at
7,206060_s_at
7,206065_s_at
7,206075_s_at
7,206142_at
7,206172_at
7,206189_at
7,206194_at
7,206198_s_at
7,206200_s_at
7,206223_at
7,206265_s_at
7,206290_s_at
7,206312_at
7,206340_at
7,206373_at
7,206410_at
7,206433_s_at
7,206444_at
7,206447_at
7,206459_s_at
7,206466_at
7,206479_at
7,206487_at
7,206506_s_at
7,206524_at
7,206593_s_at
7,206603_at
7,206604_at
7,206618_at
7,206695_x_at
7,206749_at
7,206758_at
7,206786_at
7,206801_at
7,206806_at
7,206830_at
7,206865_at
7,206886_x_at
7,206918_s_at
7,206952_at
7,206957_at
7,206971_at
7,207015_s_at
7,207039_at
7,207043_s_at
7,207065_at
7,207067_s_at
7,207117_at
7,207134_x_at
7,207168_s_at
7,207337_at
7,207353_s_at
7,207379_at
7,207385_at
7,207433_at
7,207438_s_at
7,207443_at
7,207449_s_at
7,207454_at
7,207456_at
7,207481_at
7,207499_x_at
7,207516_at
7,207531_at
7,207611_at
7,207642_at
7,207654_x_at
7,207678_s_at
7,207692_s_at
7,207695_s_at
7,207696_at
7,207706_at
7,207707_s_at
7,207872_s_at
7,207981_s_at
7,208022_s_at
7,208063_s_at
7,208165_s_at
7,208215_x_at
7,208288_at
7,208338_at
7,208363_s_at
7,208375_at
7,208413_at
7,208475_at
7,208549_x_at
7,208564_at
7,208566_at
7,208586_s_at
7,208609_s_at
7,208641_s_at
7,208678_at
7,208711_s_at
7,208731_at
7,208732_at
7,208734_x_at
7,208800_at
7,208807_s_at
7,208818_s_at
7,208854_s_at
7,208878_s_at
7,208888_s_at
7,208921_s_at
7,208926_at
7,208970_s_at
7,208993_s_at
7,209035_at
7,209050_s_at
7,209051_s_at
7,209060_x_at
7,209070_s_at
7,209114_at
7,209159_s_at
7,209327_s_at
7,209529_at
7,209601_at
7,209608_s_at
7,209644_x_at
7,209645_s_at
7,209658_at
7,209686_at
7,209700_x_at
7,209740_s_at
7,209838_at
7,209934_s_at
7,209989_at
7,210016_at
7,210034_s_at
7,210036_s_at
7,210078_s_at
7,210082_at
7,210084_x_at
7,210097_s_at
7,210118_s_at
7,210125_s_at
7,210138_at
7,210161_at
7,210173_at
7,210179_at
7,210223_s_at
7,210298_x_at
7,210333_at
7,210377_at
7,210389_x_at
7,210400_at
7,210429_at
7,210449_x_at
7,210454_s_at
7,210456_at
7,210484_s_at
7,210491_at
7,210493_s_at
7,210536_s_at
7,210550_s_at
7,210578_at
7,210588_x_at
7,210596_at
7,210618_at
7,210625_s_at
7,210639_s_at
7,210661_at
7,210664_s_at
7,210678_s_at
7,210709_at
7,210751_s_at
7,210771_at
7,210780_at
7,210834_s_at
7,210862_s_at
7,210870_s_at
7,210889_s_at
7,211055_s_at
7,211071_s_at
7,211088_s_at
7,211103_at
7,211165_x_at
7,211181_x_at
7,211219_s_at
7,211276_at
7,211359_s_at
7,211379_x_at
7,211412_at
7,211425_x_at
7,211437_at
7,211466_at
7,211553_x_at
7,211617_at
7,211620_x_at
7,211627_x_at
7,211647_x_at
7,211665_s_at
7,211817_s_at
7,211825_s_at
7,211892_s_at
7,211901_s_at
7,211924_s_at
7,212020_s_at
7,212182_at
7,212244_at
7,212257_s_at
7,212294_at
7,212315_s_at
7,212330_at
7,212350_at
7,212358_at
7,212366_at
7,212375_at
7,212416_at
7,212431_at
7,212583_at
7,212584_at
7,212670_at
7,212682_s_at
7,212711_at
7,212757_s_at
7,212799_at
7,212818_s_at
7,212909_at
7,213005_s_at
7,213015_at
7,213060_s_at
7,213091_at
7,213148_at
7,213191_at
7,213233_s_at
7,213300_at
7,213303_x_at
7,213339_at
7,213345_at
7,213369_at
7,213448_at
7,213516_at
7,213611_at
7,213724_s_at
7,213734_at
7,213769_at
7,213776_at
7,213803_at
7,213805_at
7,213808_at
7,213831_at
7,213832_at
7,213834_at
7,213838_at
7,214076_at
7,214160_at
7,214231_s_at
7,214279_s_at
7,214344_at
7,214353_at
7,214400_at
7,214430_at
7,214444_s_at
7,214501_s_at
7,214638_s_at
7,214652_at
7,214745_at
7,214776_x_at
7,214826_at
7,214832_at
7,214840_at
7,214864_s_at
7,214908_s_at
7,214914_at
7,214960_at
7,215074_at
7,215080_s_at
7,215120_s_at
7,215137_at
7,215188_at
7,215212_at
7,215216_at
7,215229_at
7,215233_at
7,215239_x_at
7,215240_at
7,215242_at
7,215265_at
7,215302_at
7,215305_at
7,215321_at
7,215339_at
7,215348_at
7,215403_at
7,215432_at
7,215441_at
7,215442_s_at
7,215461_at
7,215481_s_at
7,215484_at
7,215547_at
7,215564_at
7,215574_at
7,215593_at
7,215615_x_at
7,215621_s_at
7,215635_at
7,215705_at
7,215718_s_at
7,215722_s_at
7,215746_at
7,215805_at
7,215815_at
7,215825_at
7,215860_at
7,215900_at
7,215940_at
7,215943_at
7,215969_at
7,215981_at
7,216020_at
7,216078_at
7,216133_at
7,216140_at
7,216167_at
7,216214_at
7,216224_s_at
7,216241_s_at
7,216280_s_at
7,216281_at
7,216313_at
7,216370_s_at
7,216419_at
7,216462_at
7,216489_at
7,216494_at
7,216567_at
7,216588_at
7,216610_at
7,216651_s_at
7,216660_at
7,216685_s_at
7,216688_at
7,216740_at
7,216763_at
7,216768_x_at
7,216786_at
7,216831_s_at
7,216896_at
7,216930_at
7,216958_s_at
7,217027_x_at
7,217094_s_at
7,217124_at
7,217129_at
7,217145_at
7,217160_at
